Papirus Editora,"LISTA DE LIVROSFesta Virtual do Livroda USP 2021","use o cupom:USP50",,
"",Mise en scène no cinema (A): Do clássico ao Luiz Carlos Oliveira Júnior,,,,,
9788530810511,,,R$,"73,50",R$,"36,75"
"",cinema de fluxo,,,,,
"",Mistério das bolas de gude (O): Histórias de Gilberto Dimenstein,,,,,
9788530807962,,,R$,"51,00",R$,"25,50"
"",humanos quase invisíveis,,,,,
"",Não lugares: Introdução a uma antropologia da Marc Augé,,,,,
9788530802912,,,R$,"42,90",R$,"21,45"
"",supermodernidade,,,,,
9786556500836,Nas águas do rio_LANÇAMENTO Nye Ribeiro,,R$,"48,90",R$,"24,45"
"",Net-ativismo: Redes digitais e novas práticas de Massimo Di Felice/Erick,,,,,
9788544902660,,,R$,"68,00",R$,"34,00"
"",participação Roza/Eliete Pereira(orgs.),,,,,
9788530809447,Nouvelle Vague e Godard (A) Michel Marie,,R$,"65,90",R$,"32,95"
"",Novas tecnologias e mediação pedagógica José M.Moran/Marcos,,,,,
9788530809966,,,R$,"48,90",R$,"24,45"
"",T.Masetto/Marilda A.Behrens,,,,,
"",Nove aulas inovadoras na universidade Edileuza Fernandes da Silva,,,,,
9788530809324,,,R$,"56,50",R$,"28,25"
"",Nutrição: Interdisciplinaridade na prática Karen L. Currie / Sheila E.,,,,,
9788544902561,,,R$,"72,90",R$,"36,45"
"",Currie de Carvalho,,,,,
"",Oficina de criação literária: Como ensinar saberes Simão de Miranda,,,,,
9786556500379,,,R$,"44,90",R$,"22,45"
"",e sabores da leitura e da escrita,,,,,
9788530810146,Oficina de ludicidade na escola Simão de Miranda,,R$,"44,90",R$,"22,45"
"",Orientação vocacional: O que as escolas têm a Deborah Bulbarelli Valentini,,,,,
9788530810443,,,R$,"47,90",R$,"23,95"
"",ver com isso?,,,,,
9788530809416,Palavras para desatar nós Rubem Alves,,R$,"51,00",R$,"25,50"
"",Papel da pesquisa na formação e na prática dos Marli Eliza D.a De Andre,,,,,
9788530806484,,,R$,"44,90",R$,"22,45"
"",professores (O),,,,,
"",Para ensinar educação física: Possibilidades de Suraya Cristina Darido/Osmar,,,,,
9788530808433,,,R$,"129,90",R$,"64,95"
"",intervenção na escola Moreira de Souza Jr.,,,,,
9788530809539,Para onde foi o futuro? Marc Augé,,R$,"43,90",R$,"21,95"
9788544901472,Para quem gosta de ensinar Rubem Alves,,R$,"64,90",R$,"32,45"
9788530809874,Pedagogia da felicidade de Makiguti (A) Rita Ribeiro Voss,,R$,"44,90",R$,"22,45"
9788530800833,Pensamento selvagem (O) Claude Lévi-strauss,,R$,"78,90",R$,"39,45"
"",Pensamento sistêmico: O novo paradigma da Maria José Vasconcellos,,,,,
9788544902943,,,R$,"65,90",R$,"32,95"
"",ciência,,,,,
"",Pesquisa em educação e as transformações do Ivani Fazenda,,,,,
9788530803735,,,R$,"47,90",R$,"23,95"
"",conhecimento (A),,,,,
9788530802738,"Política social, educação e cidadania Pedro Demo",,R$,"43,90",R$,"21,95"
"",Por que arte-educação? João-Francisco Duarte Júnior,,,,,
9788530800031,,,R$,"34,90",R$,"17,45"
9788530806712,Por uma educação romântica Rubem Alves,,R$,"56,50",R$,"28,25"
"","Portfólio, avaliação e trabalho pedagógico Benigna Maria de Freitas",,,,,
9788530807566,,,R$,"51,00",R$,"25,50"
"",Villas Boas Boas,,,,,
"",Prática de ensino e o estágio supervisionado (A) Stela C. Bertholo Piconez,,,,,
9788530801595,,,R$,"42,90",R$,"21,45"
"",Práticas inovadoras na formação de professores Marli Andre (org.),,,,,
9788544901496,,,R$,"64,90",R$,"32,45"
"",Projeto político-pedagógico da escola: Uma Ilma Passos Alencastro Veiga,,,,,
9788530803704,,,R$,"51,00",R$,"25,50"
"",construção possível (org.),,,,,
9788544901984,Quando a escola vai ao museu Cristina Carvalho,,R$,"59,90",R$,"29,95"
9788530809522,Quando eu era menino Rubem Alves,,R$,"46,90",R$,"23,45"
"",Quatro estações (As) João Proteti/Marília,,,,,
9788530810351,,,R$,"54,90",R$,"27,45"
"",Cotomacci,,,,,
9788530809041,Quer que eu lhe conte uma estória? Rubem Alves,,R$,"48,50",R$,"24,25"
9788530807931,Quero um bichinho de estimação Nye Ribeiro / Karen Elis,,R$,"32,90",R$,"16,45"
9788530803933,Razões práticas: Sobre a teoria da ação Pierre Bourdieu,,R$,"56,50",R$,"28,25"
"",Registros na educação infantil: Pesquisa e prática Luciana Esmeralda Ostetto,,,,,
9788544902707,,,R$,"47,50",R$,"23,75"
"",pedagógica (org.),,,,,
"",Relaxamento para todos: Controle o seu stress Marilda Novaes Lipp,,,,,
9788530804855,,,R$,"54,90",R$,"27,45"
"",Repensando a didática Ilma Passos Alencastro Veiga,,,,,
9788530801533,,,R$,"47,90",R$,"23,95"
"",(org.),,,,,
9788530809096,Retorno e terno (O) Rubem Alves,,R$,"49,90",R$,"24,95"
9788530809577,Rindo escondido João Proteti,,R$,"44,90",R$,"22,45"
"",Roteiro de documentário: Da pré-produção à pós- Sérgio Puccini,,,,,
9788530808891,,,R$,"47,90",R$,"23,95"
"",produção,,,,,
9788530808846,Sentimentos que causa stress Marilda Lipp,,R$,"52,90",R$,"26,45"
"","Sentir, pensar, agir: Corporeidade e educação Maria Augusta Salim",,,,,
9788530802530,,,R$,"51,00",R$,"25,50"
"",Goncalves,,,,,
9788530811358,Sete arcos de Íris (Os) Heloisa Prieto,,R$,"39,90",R$,"19,95"
9788530809621,Sete vezes Rubem Rubem Alves,,R$,"109,90",R$,"54,95"
9788530809133,Silencioso escarcéu João Proteti,,R$,"39,90",R$,"19,95"
"",Sob o olhar das crianças: Espaços e práticas na Liana Garcia Castro,,,,,
9788544903308,,,R$,"47,90",R$,"23,95"
"",educação infantil,,,,,
9788530803872,Sobre o tempo e a eternaidade Rubem Alves,,R$,"49,90",R$,"24,95"
"",Sociedade dos afetos (A): Por um estruturalismo Frédéric Lordon,,,,,
9788544900673,,,R$,"66,90",R$,"33,45"
"",das paixões,,,,,
9788544900123,Stress em crianças e adolescentes Marilda Lipp,,R$,"75,90",R$,"37,95"
"",Técnicas de ensino: Por que não? Ilma Passos Alencastro Veiga,,,,,
9788530801823,,,R$,"47,90",R$,"23,95"
"",(org.),,,,,
"",Tecnologias e ensino presencial e a distância Vani Moreira Kenski,,,,,
9788530807085,,,R$,"47,90",R$,"23,95"
9788530809706,Tecnologias e tempo docente Vani Moreira Kenski,,R$,"48,90",R$,"24,45"
"",Teoria do cinema: Uma introdução através dos Thomas Elsaesser / Malte,,,,,
9788544902875,,,R$,"69,90",R$,"34,95"
"",sentidos Hagener,,,,,
9788530808242,Teorias da cidade Barbara Freitag,,R$,"51,00",R$,"25,50"
"","Toc, toc... Plim, plim! Lidando com as emoções, Angela M. Rodrigues Virgolim",,,,,
9788530805609,brincando com o pensamento através da,,R$,"69,90",R$,"34,95"
"",criatividade,,,,,
"",Trama matemática: Princípios e novas práticas no Márcio Barreto,,,,,
9788530809690,,,R$,"59,90",R$,"29,95"
"",ensino médio,,,,,
"","Transdisciplinaridade, criatividade e educação: Maria Cândida Moraes",,,,,
9788544901250,,,R$,"51,00",R$,"25,50"
"",Fundamentos ontológicos e epistemológicos,,,,,
9788530801069,Três ecologias (As) Felix Guattari,,R$,"31,50",R$,"15,75"
9788530811471,Um convite à educação matemática crítica Ole Skovsmose,,R$,"46,50",R$,"23,25"
"","Um olhar sobre a diferença: Interação, trabalho e Lucidio Bianchetti",,,,,
9788530805159,,,R$,"56,50",R$,"28,25"
"",cidadania,,,,,
"",Uma clareira no bosque: Contar histórias na Gilka Girardello,,,,,
9788530811259,,,R$,"41,90",R$,"20,95"
"",escola,,,,,
"",Academia de liderança: Como desenvolver sua Fernando Jucá,,,,,
9788561773250,,,R$,"54,90",R$,"27,45"
"",capacidade de liderar,,,,,
"","Aluno, o professor, a escola (O): Uma conversa Celso Antunes / Rubem Alves",,,,,
9788595550056,,,R$,"34,90",R$,"17,45"
"",sobre educação,,,,,
"",Basta de cidadania obscena! Mario Sergio Cortella /,,,,,
9788595550025,,,R$,"38,50",R$,"19,25"
"",Marcelo Tas,,,,,
"",Casa à beira do abismo (A) William Hodgson / Heloisa,,,,,
9788561773939,,,R$,"49,90",R$,"24,95"
"",Prieto e Victor Scatolin,,,,,
"","Coisa de menina? Uma conversa sobre gênero, Maria Homem / Contardo",,,,,
9788595550254,,,R$,"39,90",R$,"19,95"
"","sexualidade, maternidade e feminismo Calligaris",,,,,
"",Corrupção: Parceria degenerativa Clóvis de Barros Filho / Sérgio,,,,,
9788561773632,,,R$,"41,90",R$,"20,95"
"",Praça,,,,,
"","Cuidado, afeto e limites: Uma combinação Jose Martins Filho",,,,,
9788561773090,,,R$,"43,90",R$,"21,95"
"",possível,,,,,
"",Desafios da aprendizagem: Como as Lino de Macedo / Rodrigo,,,,,
9788561773861,,,R$,"42,90",R$,"21,45"
"",neurociências podem ajudar pais e professores Affonseca Bressan,,,,,
"",É rindo que se aprende: Uma entrevista a Marcelo Tas,,,,,
9788561773205,,,R$,"49,90",R$,"24,95"
"",Gilberto Dimenstein (Inclui DVD),,,,,
"",Educar para o consumo: Como lidar com os Maria Tereza Maldonado /,,,,,
9788561773274,,,R$,"41,90",R$,"20,95"
"",desejos de crianças e adolescentes Cássia D'Aquino,,,,,
"",Educar sem violência: Criando filhos sem Ligia Moreiras Sena / Andreia,,,,,
9788561773557,,,R$,"42,90",R$,"21,45"
"",palmadas Mortensen,,,,,
"",Equação da afetividade (A): Como lidar com a Ivan Capelatto / Iuri,,,,,
9788561773243,,,R$,"41,90",R$,"20,95"
"",raiva de crianças e adolescentes Capelatto,,,,,
"",Era da curadoria (A): O que importa é saber o que Gilberto Dimenstein / Mario,,,,,
9788561773786,,,R$,"39,90",R$,"19,95"
"",importa! Sergio Cortella,,,,,
"",Escola sem sala de aula R.,,,,,
9788561773182,Semler/G.Dimenstein/Antoni,,R$,"44,90",R$,"22,45"
"",o Carlos G. da Costa,,,,,
"",Ética e vergonha na cara! Mario Sergio Cortella / Clóvis,,,,,
9788561773489,,,R$,"38,50",R$,"19,25"
"",de Barros Filho,,,,,
"",Expertise em aprender: Conheça o segredo dos Fernando Jucá,,,,,
9788561773472,,,R$,"56,50",R$,"28,25"
"",melhores profissionais,,,,,
"",Extraordinários: Pessoas que vão além do óbvio Eduardo Colamego,,,,,
9788561773885,,,R$,"44,90",R$,"22,45"
"",Felicidade ou morte Clóvis de Barros Filho /,,,,,
9788561773892,,,R$,"34,90",R$,"17,45"
"",Leandro Karnal,,,,,
"",Fomos maus alunos Gilberto Dimenstein / Rubem,,,,,
9788561773021,,,R$,"44,90",R$,"22,45"
"",Alves,,,,,
"",Gerações em ebulição: O passado do futuro e o Mario Sergio Cortella / Pedro,,,,,
9788595550148,,,R$,"47,90",R$,"23,95"
"",futuro do passado Bial,,,,,
9788561773625,Grandes criativos,Celso Loducca (org.),R$,"64,90",R$,"32,45"
"",Inferno somos nós (O): Do ódio à cultura de paz,Leandro Karnal / Monja Coen,,,,
9788595550117,,,R$,"34,90",R$,"17,45"
"",Liderança em foco,Eugenio Mussak / Mario,,,,
9788561773076,,,R$,"44,90",R$,"22,45"
"",,Sergio Cortella,,,,
"",Motivação: Do querer ao fazer,Eugenio Mussak / Luiz Marins,,,,
9788561773151,,,R$,"44,90",R$,"22,45"
9788561773908,Mulheres que viram mães,Ligia Moreiras Sena,R$,"56,90",R$,"28,45"
"",Nem anjos nem demônios: A humana escolha,Mario Sergio Cortella / Monja,,,,
9788595550223,,,R$,"43,90",R$,"21,95"
"",entre virtudes e vícios,Coen,,,,
"",Nos labirintos da moral - Ed. ampliada,Mario Sergio Cortella / Yves,,,,
9788595550063,,,R$,"39,90",R$,"19,95"
"",,de La Taille,,,,
"",Pirâmide do fazer acontecer (A): 5 passos para,Ricardo Jucá,,,,
9788561773656,,,R$,"65,90",R$,"32,95"
"",trazer mais resultados,,,,,
"",Política: Para não ser idiota,Mario Sergio Cortella /,,,,
9788561773168,,,R$,"38,50",R$,"19,25"
"",,Renato Janine Ribeiro,,,,
"",Que move as paixões (O),Clóvis de Barros Filho / Luiz,,,,
9788595550070,,,R$,"38,50",R$,"19,25"
"",,Felipe Pondé,,,,
"",Quem tem medo do lobo mau? O impacto do,Luiz Felipe Pondé / Ilan,,,,
9788595550247,,,R$,"36,90",R$,"18,45"
"",politicamente correto na formação das crianças,Brenman,,,,
"",Sobre a esperança: Diálogo,Frei Betto / Mario Sergio,,,,
9788561773083,,,R$,"41,90",R$,"20,95"
"",,Cortella,,,,
9788561773120,Tenho um abraço para te dar,João Proteti,R$,"24,90",R$,"12,45"
"",Verdades e mentiras: Ética e democracia no Brasil,Cortella / Dimenstein / Karnal,,,,
9788561773922,,,R$,"39,90",R$,"19,95"
"",,/ Pondé,,,,
"",Vida e carreira: Um equilíbrio possível?,Mario Sergio Cortella / Pedro,,,,
9788561773212,,,R$,"41,90",R$,"20,95"
"",,Mandelli,,,,
"",Vida em rede (A),Ronaldo Lemos / Massimo di,,,,
9788561773618,,,R$,"44,90",R$,"22,45"
"",,Felice,,,,
"",Vivemos mais! Vivemos bem? Por uma vida plena,Mario Sergio Cortella /,,,,
9788561773366,,,R$,"41,90",R$,"20,95"
"",,Terezinha Azerêdo Rios,,,,
"","Viver, a que se destina?",Mario Sergio Cortella /,,,,
9788595550315,,,R$,"39,90",R$,"19,95"
"",,Leandro Karnal,,,,
"",Zen: Pensamentos da Monja Coen nas palavras,Leandro Rocha Saraiva,,,,
9788595550278,,,R$,"44,90",R$,"22,45"
"",de Leandro Gyokan Saraiva,,,,,
"",BOX - Quatro x quatro: Reflexões para bem,Clóvis de Barros Filho /,,,,
9786555920086,,Leandro Karnal / Mario,R$,"154,90",R$,"77,45"
"","pensar, bem sentir, bem agir e bem viver",Sergio Cortella / Monja Coen,,,,
"",Pais ou reféns dos filhos? Reflexões sobre,Ilan Brenman,,,,
9786555920147,"infância, família, educação, cultura e",,R$,"45,90",R$,"22,95"
"",tecnologia..._LANÇAMENTO,,,,,
"","Contra a realidade: A negação da ciência, suas",Natalia Pasternak / Carlos,,,,
9786555920154,,,R$,"44,90",R$,"22,45"
"",causas e consequências_LANÇAMENTO,Orsi,,,,
9786589558002,Onde é que está?_LANÇAMENTO,João Proteti,R$,"44,90",R$,"22,45"
"",Sobre as coisas: Antologia de contos,Heloisa Prieto / Victor,,,,
9786589558026,,,R$,"54,90",R$,"27,45"
"",clássicos_LANÇAMENTO,Scatolin,,,,
"",O primeiro passeio_LANÇAMENTO,Beatriz Guimarães; Nye,,,,
9786589558040,,,R$,"49,90",R$,"24,95"
"",,Ribeiro,,,,
